Object.ID,Is.Public.Domain,Department,AccessionYear,Object.Name,Title,Culture,Period,Artist.Prefix,Artist.Display.Name,Artist.Display.Bio,Artist.Suffix,Artist.Alpha.Sort,Artist.Nationality,Artist.Begin.Date,Artist.End.Date,Artist.Gender,Object.Date,Object.Begin.Date,Object.End.Date,Medium,Dimensions,Country,Region,Credit.Line,Rights.and.Reproduction
56063,TRUE,Asian Art,1929,Woodblock print (nishiki-e),NA,Japan,NA,NA,Katsukawa Shunshō　勝川春章,"Japanese, 1726–1792",NA,Katsukawa Shunshō,Japanese,1726,1792,NA,1771,1771,1771,Woodblock print (nishiki-e); ink and color on paper,H. 12 3/8 in. (31.4 cm); W. 5 5/8 in. (14.3 cm),NA,NA,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",NA
627012,FALSE,Drawings and Prints,1953,Print,"Seated young woman, resting her chin in her hand",NA,NA,After,Guercino (Giovanni Francesco Barbieri),"Italian, Cento 1591–1666 Bologna",NA,Guercino (Giovanni Francesco Barbieri),Italian,1591,1666,NA,18th century,1700,1800,"Etching, crayon manner, printed in red ink","Mount: 11 9/16 × 8 1/8 in. (29.3 × 20.7 cm)
Sheet: 7 5/16 × 5 11/16 in. (18.5 × 14.4 cm)",NA,NA,"Harris Brisbane Dick Fund, 1953",NA
60324,TRUE,Asian Art,1910,Netsuke,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th century,1800,1899,Ivory carved in openwork,H. 5/8 in. (1.6 cm); Diam. 1 5/8 in. (4.1 cm),NA,NA,"Gift of Mrs. Russell Sage, 1910",NA
385951,FALSE,Drawings and Prints,NA,Block,"Untitled woodblock for July 15, 1865",NA,NA,NA,Thomas Nast,"American (born Germany), Landau 1840–1902 Guayaquil",NA,"Nast, Thomas","American, born Germany",1840,1902,NA,1865,1865,1865,Drawing on woodblock,block: 8 7/8 x 7 7/16 x 15/16 in. (22.5 x 18.9 x 2.4 cm),NA,NA,Museum Accession,NA
355465,FALSE,Drawings and Prints,1952,Book,"Catalogue A. Glass, Paints, Oils and painters Sundries...",NA,NA,NA,"Pittsburgh Plate Glass Company|R. R. Donnelley & Sons, Company","Pittsburgh, Pennsylvania|Chicago, Illinois",", and Brooklyn, New York","Pittsburgh Plate Glass Company|Donnelley, R. R. & Sons",American|American,1800      |1850,1999      |1950,|,ca. 1901,1896,1906,NA,NA,NA,NA,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",NA
221286,TRUE,European Sculpture and Decorative Arts,1921,Tassel,Tassel,Italian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17th century,1600,1699,Linen,"L. 1 3/4 inches
4.4 cm",NA,NA,"Gift of Mrs. J. Pierpont Morgan, 1921",NA
760518,FALSE,Drawings and Prints,1931,Book Print Ornament and Architecture,Plate 107. Water Piece,NA,NA,Etched and published by,George Edwards|Matthew Darly,"British, Stratford 1694–1773 Plaistow|British, ca. 1720–1780 London",NA,"Edwards|Darly, Matthew",NA,1700      |1720,1800      |1780,|,1754,1754,1754,Etching and Engraving,"Plate: 7 1/2 × 10 1/8 in. (19 × 25.7 cm)
Sheet: 9 3/16 × 11 9/16 in. (23.4 × 29.4 cm)
Book: 12 in. × 9 13/16 in. × 1 3/16 in. (30.5 × 25 × 3 cm)",NA,NA,"Harris Brisbane Dick Fund, 1931",NA
775636,FALSE,Drawings and Prints,1963,Print,Newton House from Western Stars or Scenes Exhibit Cards series (W412),NA,NA,NA,Exhibit Supply Company,NA,NA,Exhibit Supply Company,NA,1900,1971,NA,ca. 1920–30,1920,1930,Commercial color photolithograph,Sheet: 5 3/8 × 3 3/8 in. (13.6 × 8.6 cm),NA,NA,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA
141929,FALSE,Costume Institute,2009,Wedding Ensemble,Wedding ensemble,French,NA,NA,House of Ricci|Olivier Theyskens,"French, founded 1932|Belgian, born 1977",NA,Ricci House of|Theyskens Olivier,French|Belgian,1932      |1977,9999      |2077,|,2008,2008,2008,"(a) silk, cotton, synthetic, feather, metallic thread; (b) silk, feather, metallic thread; (c) cotton",NA,NA,NA,"Gift of Lauren Santo Domingo, 2009",NA
379325,TRUE,Drawings and Prints,1923,Drawing,"Design for Victoria Sleigh, no. 3866",NA,NA,Attributed to,Brewster & Co.|Herman Stahmer,"American, New York|American, 1857–1894",NA,"Brewster & Co.|Stahmer, Herman",American|American,1857,1894,|,1884,1884,1884,"Pen and black ink, watercolor and gouache with gum arabic",sheet: 6 5/8 x 9 in. (16.8 x 22.9 cm),NA,NA,"Gift of William Brewster, 1923",NA
473641,TRUE,Medieval Art,2002,Weight,Three Round Copper-Alloy Balance Weights with Crosses,Byzantine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8th–9th century,700,900,Copper alloy,"3/8 × 1 1/4 in., 1.9oz. (0.9 × 3.2 cm, 54g)",NA,NA,"Purchase, Christopher C. Grisanti and Suzanne P. Fawbush, and Alastair B. Martin Gifts, 2002",NA
771453,TRUE,Drawings and Prints,2018,Album; drawing,"Album of 107 preparatory drawings to illustrate David Hume's ""History of England""",NA,NA,NA,David Hume|Henri-Félix-Emmanuel Philippoteaux,"British, Edinburgh, Scotland 1711–1776 Edinburgh|French, Paris 1815–1884 Paris",NA,"Hume, David|Philippoteaux, Henri-Félix-Emmanuel",NA,1711      |1815,1776      |1884,|,ca. 1853,1848,1858,"Graphite, brush and brown wash, gouache",Sheet: 8 1/4 × 10 1/16 in. (21 × 25.5 cm),NA,NA,"Purchase, Christie's Gift, 2018",NA
239849,TRUE,Greek and Roman Art,1874,"Bowl, Rippenschale",Glass ribbed bowl,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mid-1st century A.D.,30,80,Glass,"2 7/16 in. × 4 in. (6.2 × 10.2 cm)
Diam. of rim: 3 5/8 in. (9.1 cm)",NA,NA,"The Cesnola Collection, Purchased by subscription, 1874–76",NA
416608,TRUE,Drawings and Prints,1963,Photograph,"Carrie Behr, Corsair Co., from the Actors and Actresses series (N45, Type 6) for Virginia Brights Cigarettes",NA,NA,Issued by,Allen & Ginter,"American, Richmond, Virginia",NA,Allen & Ginter,American,NA,NA,NA,ca. 1888,1885,1891,Albumen photograph,Sheet: 2 15/16 x 1 11/16 in. (7.4 x 4.3 cm),NA,NA,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA
626081,FALSE,Drawings and Prints,1951,Print,"Suppliants Taking Gifts to Niobe, from a series of five prints depicting the lost frieze at the Palazzo Milesi",NA,NA,After,Giovanni Battista Galestruzzi|Polidoro da Caravaggio,"Italian, Florence, 1615 or 1618–after 1669|Italian, Caravaggio ca. 1499–ca. 1543 Messina",NA,"Galestruzzi, Giovanni Battista|Caravaggio, Polidoro da",Italian|Italian,1615      |1494,1669      |1548,|,1656,1656,1656,Etching,Sheet: 4 1/2 × 12 3/8 in. (11.4 × 31.4 cm),NA,NA,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",NA
321740,TRUE,Ancient Near Eastern Art,1886,Cuneiform tablet,"Cuneiform tablet: certification of presence of interested party, Egibi archive",Achaemenid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 525 B.C.,-525,-525,Clay,4.1 x 5.3 x 1.8 cm (1 5/8 x 2 1/8 x 3/4 in.),NA,Mesopotamia,"Purchase, 1886",NA
219239,FALSE,European Sculpture and Decorative Arts,1911,Sample,Sample,French,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first half 19th century,1800,1850,Silk,NA,NA,NA,"Bequest of Maria P. James, 1911",NA
103474,FALSE,Costume Institute,1979,Dress,Dress,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1915,1910,1920,cotton,NA,NA,NA,"Gift of The New York Historical Society, 1979",NA
817580,FALSE,Drawings and Prints,1962,Print,Mary Queen of Scots,NA,NA,After,Gavin Hamilton|Francis Legat|John Boydell,"British, Murdieston, Lothian, Scotland 1723–1798 Rome|British, Edinburgh 1755–1809 London|British, Shropshire 1720–1804 London",NA,"Hamilton, Gavin|Legat, Francis|Boydell, John",NA,1723      |1755      |1720,1798      |1809      |1804,||,1786,1786,1786,Etching and engraving,Sheet: 18 3/8 × 23 5/16 in. (46.7 × 59.2 cm),NA,NA,"Rogers Fund, 1962",NA
433794,FALSE,Drawings and Prints,1953,Print collection ornament & architecture,"Title Page, from Cheminées et lambris, plate 1",NA,NA,NA,Jean Le Pautre|Jean I Leblond,"French, Paris 1618–1682 Paris|French, ca. 1590–1666 Paris",NA,"Le Pautre, Jean|Leblond, Jean I",French|French,1618      |1585,1682      |1666,|,17th century,1633,1682,Etching; first state of three (Préaud),"Mount: 6 1/8 × 8 9/16 in. (15.6 × 21.7 cm)
Sheet: 5 1/2 × 7 15/16 in. (14 × 20.2 cm)",NA,NA,"Harris Brisbane Dick Fund, 1953",NA
43667,TRUE,Asian Art,1902,Hatchet,NA,"North America (Alaska, Sledge Island)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,1902,Nephrite,H. 2 3/8 in. (6 cm); W. 1 5/16 in. (3.4 cm); D. 3/4 in. (1.9 cm),NA,NA,"Gift of Heber R. Bishop, 1902",NA
483169,FALSE,Modern and Contemporary Art,1984,Drawing,Untitled,NA,NA,NA,Paul Klee,"German (born Switzerland), Münchenbuchsee 1879–1940 Muralto-Locarno",NA,"Klee, Paul","German, born Switzerland",1879,1940,NA,1914,1914,1914,Watercolor and ink on paper mounted on cardboard,"7 1/2 × 8 1/4 in. (19.1 × 21 cm)
",NA,NA,"The Berggruen Klee Collection, 1984","© 2020 Artists Rights Society (ARS), New York"
549994,TRUE,Egyptian Art,1921,"Trial piece, hieroglyphs, face",Trial piece with hieroglyphs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1353–1336 B.C.,-1353,-1336,Limestone,H. 13 cm (5 1/8 in.); W. 10.8 cm (4 1/4 in.),Egypt,Middle Egypt,"Gift of Edward S. Harkness, 1921",NA
45636,TRUE,Asian Art,1973,Hanging scroll,元  倪瓚  虞山林壑圖  軸|Woods and Valleys of Mount Yu,China,NA,NA,Ni Zan,"Chinese, 1306–1374",NA,NI ZAN,Chinese,1306,1374,NA,dated 1372,1372,1372,Hanging scroll; ink on paper,"Image: 37 1/4 x 14 1/8 in. (94.6 x 35.9 cm)
Overall with mounting: 82 x 20 5/8 in. (208.3 x 52.4 cm)
Overall with knobs: 82 x 24 5/8 in. (208.3 x 62.5 cm)",NA,NA,"Ex coll.: C. C. Wang Family, Gift of The Dillon Fund, 1973",NA
12728,TRUE,The American Wing,1942,Watercolor,Merrymaking at a Wayside Inn,American,NA,Attributed to|Formerly attributed to,John Lewis Krimmel|Pavel Petrovich Svinin,1786–1821|1787/88–1839,NA,"Krimmel, John Lewis|Svinin, Pavel Petrovtch",American|Russian,1786      |1787,1821      |1839,|,1811–ca. 1813,1811,1816,Watercolor and graphite on white laid paper,7 1/8 x 9 3/16 in. (18.1 x 23.3 cm),NA,NA,"Rogers Fund, 1942",NA
372840,TRUE,Drawings and Prints,1917,Print,La Belle Jardinière,NA,NA,NA,James McNeill Whistler,"American, Lowell, Massachusetts 1834–1903 London",NA,"Whistler, James McNeill",American,1834,1903,NA,1894,1894,1894,"Transfer lithograph with stumping and scraping, drawn on thin, transparent transfer paper; only state (Chicago); printed in black ink on medium weight cream laid paper","Image: 8 3/4 × 6 1/4 in. (22.3 × 15.8 cm)
Sheet: 12 1/8 × 7 7/8 in. (30.8 × 20 cm)",NA,NA,"Harris Brisbane Dick Fund, 1917",NA
81429,FALSE,Costume Institute,1998,Ensemble,Ensemble,American,NA,NA,"Calvin Klein|Calvin Klein, Inc.","American, born Bronx, New York, 1942|American, founded 1968",NA,"Klein, Calvin|Calvin Klein, Inc.",American|American,1942-11-19|1968,2042      |9999,|,1987–88,1987,1988,"nylon, rayon",NA,NA,NA,"Gift of Calvin Klein Inc., 1998",NA
79622,FALSE,Costume Institute,1997,Evening stole,Evening stole,American,NA,NA,James Galanos,"American, Philadelphia, Pennsylvania, 1924–2016 West Hollywood, California",NA,"Galanos, James",American,1924,2016,NA,1996,1996,1996,silk,NA,NA,NA,"Gift of Galanos,  1997",NA
89016,FALSE,Islamic Art,1942,Shoes,Bedouin Shoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700–1942,1700,1942,"Leather, silk",Length: 6 1/2 in. (16.5 cm),Syria,NA,"Gift of Mrs. G. C. Fritts, 1942",NA
626477,FALSE,Drawings and Prints,1963,"Baseball card, print","Edward Sweeney, New York Yankees, American League, from the ""Baseball Series"" (Gold Borders) set (T205) issued by the American Tobacco Company",NA,NA,Issued by the,American Tobacco Company,NA,NA,American Tobacco Company,NA,NA,NA,NA,1911,1911,1911,Commercial color lithograph,Sheet: 2 5/8 × 1 1/2 in. (6.7 × 3.8 cm),NA,NA,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA
360354,TRUE,Drawings and Prints,1919,Print,The Ill-Assorted Couple,NA,NA,NA,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",NA,"Dürer, Albrecht",German,1471,1528,NA,ca. 1495,1495,1495,Engraving,sheet: 5 7/8 x 5 7/16 in. (14.9 x 13.8 cm) trimmed to plate line,NA,NA,"Fletcher Fund, 1919",NA
41848,TRUE,Asian Art,1930,Ink tablet,NA,China,NA,Workshop of,Jian Guzhai,"Chinese,",NA,Jian Guzhai,Chinese,NA,NA,NA,late 19th–early 20th century,1871,1933,Ink,H. 3 3/8 in. (8.6 cm); W. 2 1/8 in. (5.4 cm),NA,NA,"Rogers Fund, 1930",NA
567782,FALSE,Egyptian Art,1910,Ring bezel,Ring bezel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1353–1295 B.C.,-1353,-1295,Glazed steatite,L. 1.6 × W. 1.3 cm (5/8 × 1/2 in.),Egypt,NA,"Gift of Helen Miller Gould, 1910",NA
378769,TRUE,Drawings and Prints,1923,Drawing,"Design for Park Phaeton, no. 3214a",NA,NA,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,American,NA,NA,NA,1876,1876,1876,"Pen and black ink, watercolor and gouache",sheet: 6 x 9 1/8 in. (15.2 x 23.2 cm),NA,NA,"Gift of William Brewster, 1923",NA
112855,FALSE,Costume Institute,2005,Vest,Vest,Spanish,NA,NA,Sybilla,"Spanish, born United States, 1963",NA,Sybilla,Spanish,1963,2063,NA,ca. 1988,1983,1993,wool,NA,NA,NA,"Gift of Muriel Kallis Newman, 2005",NA
463599,TRUE,Medieval Art,1912,Textile,Textile with Brocade,Italian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14th century,1300,1399,"Silk, Linen","Overall: 7 5/8 × 12 3/16 in. (19.3 × 30.9 cm)
Storage (Mat): 17 × 13 in. (43.2 × 33 cm)",NA,NA,"Rogers Fund, 1912",NA
197226,TRUE,European Sculpture and Decorative Arts,1932,Dish,Dish with The Woman of Sestos and the Eagle and arms of the Pucci family,"Italian, Urbino",NA,Painted by,Fra Xanto Avelli da Rovigo,ca. 1486–1582,NA,Avelli da Rovigo Fra Xanto,NA,1486,1582,NA,1532,1532,1532,Maiolica (tin-glazed earthenware),Overall: 1 7/8 × 16 in. (4.8 × 40.6 cm),NA,NA,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",NA
751213,TRUE,Drawings and Prints,1959,Print,Friendly Accommodation,NA,NA,After,"George Moutard Woodward|Rudolph Ackermann, London|Thomas Rowlandson","British, ca. 1760–1809 London|active 1794–1829|British, London 1757–1827 London",NA,"Woodward, George Moutard|Ackermann, Rudolph|Rowlandson, Thomas",NA,1760      |1764      |1757,1809      |1834      |1827,||,"February 25, 1802",1802,1802,Hand-colored etching,Sheet: 11 9/16 × 14 1/4 in. (29.4 × 36.2 cm),NA,NA,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",NA
693282,TRUE,Greek and Roman Art,2011,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500–470 B.C.,-500,-450,Terracotta,NA,NA,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA
747073,FALSE,Drawings and Prints,1953,Print,Happiness,NA,NA,After,John Francis Rigaud|John Boydell|Thomas Burke,"British (born Italy), Turin 1742–1810 Packington|British, Shropshire 1720–1804 London|Irish, Dublin 1749–1815 London",NA,"Rigaud, John Francis|Boydell, John|Burke, Thomas",NA,1742      |1720      |1749,1810      |1804      |1815,||,1799,1799,1799,Stipple engraving,"Plate: 23 3/8 × 17 1/4 in. (59.3 × 43.8 cm)
Sheet: 23 7/8 × 17 13/16 in. (60.6 × 45.3 cm)",NA,NA,"Harris Brisbane Dick Fund, 1953",NA
686722,TRUE,Greek and Roman Art,2011,Kylix fragments; lipped outside,Terracotta fragments of kylikes(drinking cups),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first half of the 5th century B.C.,-500,-450,Terracotta,NA,NA,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA
5641,TRUE,The American Wing,1910,Piggin,Piggin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700–1800,1700,1800,Wood; Probably cedar,H. 6 1/4 in. (15.9 cm),NA,NA,"Gift of Mrs. Russell Sage, 1909",NA
69484,FALSE,Asian Art,1942,Piece,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1700,1799,"Silk, metallic thread",5 x 6 in. (12.70 x 15.24 cm),NA,NA,"Gift of Mrs. Nellie B. Hussey, 1942",NA
82036,TRUE,Costume Institute,1929,Mules,Mules,British,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first quarter 17th century,1600,1625,"silk, metal",NA,NA,NA,"Rogers Fund, by exchange, 1929",NA
71734,TRUE,Asian Art,1920,Piece,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17th century,1600,1699,Silk / Compound weave,7 3/8 × 1/2 in. (18.7 × 1.3 cm),NA,NA,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",NA
418784,FALSE,Drawings and Prints,1928,Prints Collection Ornament and Architecture,Palazzo della Serenissima Casa Medici (Villa Medici-floor plan),NA,NA,NA,Pietro Ferrerio|Giovanni Giacomo De Rossi|Annibale Lippi,"Italian, Rome 1600–1654 Rome|Italian, Rome 1627–1691 Rome|Italian, active ca. 1560–1580",NA,"Ferrerio, Pietro|Rossi, Giovanni Giacomo De|Lippi, Annibale",Italian|Italian|italian,1600      |1627      |1550,1654      |1691      |1600,||,1655,1655,1655,Etching,Plate: 9 7/8 x 11 3/4 in. (25.1 x 29.9 cm),NA,NA,"Harris Brisbane Dick Fund, 1928",NA
49355,TRUE,Asian Art,1879,Plate,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1730–50,1720,1760,Porcelain painted in overglaze famille rose enamels and gilt,Diam. 8 3/8 in. (21.3 cm),NA,NA,"Purchase by subscription, 1879",NA
226247,FALSE,European Sculpture and Decorative Arts,1937,Piece,Piece,Spanish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th–19th century,1700,1899,Cotton,"H. 96 x W. 34 inches
243.8 x 86.4 cm",NA,NA,"Rogers Fund, 1937",NA
62013,TRUE,Asian Art,1950,Table screen,清晚期    碧玉仕女嬰戯圖座屏|Table screen with a woman and boys,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th century,1800,1899,Spinach jade (nephrite),H. 14 7/8 in. (37.8 cm); W. 11 1/8 in. (28.3 cm),NA,NA,"Bequest of Mary Stillman Harkness, 1950",NA
740314,TRUE,Greek and Roman Art,2011,Pot fragment,Terracotta fragment of a pot; unglazed on the inside,"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460–440 B.C.,-530,-300,Terracotta,NA,NA,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA
302431,TRUE,Photographs,2005,Mugshot,"Luce. Maximilien. 36 ans, né le 13/3/58 à Paris VIIe. Artiste-peintre. Anarchiste. 6/7/94.",NA,NA,NA,Alphonse Bertillon,"French, 1853–1914",NA,"Bertillon, Alphonse",NA,1853,1914,NA,1894,1894,1894,Albumen silver print from glass negative,10.5 x 7 x 0.5 cm (4 1/8 x 2 3/4 x 3/16 in.),NA,NA,"Gilman Collection, Museum Purchase, 2005",NA
553036,FALSE,Egyptian Art,1972,"Statuette, Isis, Horus",Figure of Isis nursing Horus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1070–343 B.C,-1070,-343,Bronze or copper alloy,H. 20.6 cm (8 1/8 in),Egypt,NA,"Rogers Fund, 1972",NA
658762,FALSE,Drawings and Prints,1963,Photograph,"John Hughes, from the Athletes and Celebrities series (N332), issued by S.F. Hess & Co. to promote the brand's cigarettes",NA,NA,Issued by,S.F. Hess & Co.,NA,NA,S.F. Hess & Co.,NA,NA,NA,NA,1889,1889,1889,Albumen photograph,Sheet: 2 11/16 × 1 7/16 in. (6.8 × 3.7 cm),NA,NA,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA
37760,TRUE,Asian Art,2000,Plaque,NA,Vietnam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 500 B.C.–A.D. 300,-510,310,Bronze,H. 3 15/16 in. (10 cm),NA,NA,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998",NA
444168,TRUE,Islamic Art,1890,Fragment,Tunic Ornament Showing Christ and the Virgin Flanked by Angels?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7th–8th century,600,799,"Wool, linen; tapestry weave",NA,Egypt,NA,"Gift of George F. Baker, 1890",NA
552330,TRUE,Egyptian Art,1921,"Statue Base, hieroglyphic and Greek inscriptions",Part of a bronze statue base inscribed in Egyptian and Greek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6th century BC,-599,-500,Copper alloy,Height: 4.5 x W. 9.6 x D. 3 cm (1 3/4 x 3 3/4 x 1 3/16 in.),Egypt,NA,"Rogers Fund, 1921",NA
641047,FALSE,Drawings and Prints,1948,Print,"Landscape with Windmill, bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 1",NA,NA,Published by|After,A. Barrand|David Teniers the Younger|baron Dominique Vivant Denon,"Flemish, Antwerp 1610–1690 Brussels|French, Givry 1747–1825 Paris",", Paris","Barrand, A.|Teniers, David, the Younger|Denon, Dominique Vivant Baron",French|Flemish|French,1610      |1747,1690      |1825,||,1873,1873,1873,Lithograph,"Plate: 11 × 9 7/8 in. (28 × 25.1 cm)
Sheet: 15 3/8 × 11 1/4 in. (39 × 28.5 cm)",NA,NA,"Harris Brisbane Dick Fund, 1948",NA
484231,FALSE,Modern and Contemporary Art,1985,Bowl,Bowl,French,NA,NA,Unknown Designer|Duralex,NA,NA,Unknown Designer|Duralex,NA,NA,NA,|,ca. 1935,1935,1935,Glass,"H. 1-1/2, Diam. 5-1/4 inches
(3.8 x 13.3 cm.)
",NA,NA,"Gift of Mr. and Mrs. Michael Chow, 1985",NA
252649,TRUE,Greek and Roman Art,1926,Tile fragment,Fragment of a terracotta architectural tile,Lydian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6th century B.C.,-599,-500,Terracotta,Overall: 3 7/8 x 3 9/16 in. (9.8 x 9 cm),NA,NA,"Gift of The American Society for the Excavation of Sardis, 1926",NA
218643,FALSE,European Sculpture and Decorative Arts,1910,Insertion,Insertion,"Austrian, Tyrol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20th century,1900,1924,Bobbin lace,L. 21 x W. 4 inches (53.3 x 10.2 cm),NA,NA,"Gift of Julia Chester Wells, 1910",NA
282076,FALSE,Photographs,1997,Photograph,"Piscine de Siloé, Canal taillé dans le roc, Jérusalem",NA,NA,NA,Auguste Salzmann,"French, 1824–1872",NA,"Salzmann, Auguste",French,1824,1872,NA,1854,1854,1854,Salted paper print (Blanquart-Évrard process) from paper negative,22.6 x 31.7 cm (8 7/8 x 12 1/2 in. ),NA,NA,"The Rubel Collection, Purchase, Lila Acheson Wallace Gift, 1997",NA
483351,FALSE,Modern and Contemporary Art,1984,Drawing,Standing Woman,NA,NA,NA,Gaston Lachaise,American (born France) 1882–1935,NA,"Lachaise, Gaston",American,1882,1935,NA,ca. 1908,1908,1908,Watercolor on paper,10 × 8 in. (25.4 × 20.3 cm),NA,NA,"Bequest of Scofield Thayer, 1982",NA
68776,TRUE,Asian Art,1930,Mirror Case,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th–19th century,1700,1899,"Silk, metallic thread",3 x 3 1/4 in. (7.62 x 8.26 cm),NA,NA,"Bequest of William Christian Paul, 1929",NA
560743,FALSE,Egyptian Art,1910,Mold,Mold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1550–1295 B.C.,-1550,-1295,Pottery,l. 2.7 cm (1 1/16 in); w. 2.5 cm (1 in),Egypt,NA,"Gift of Helen Miller Gould, 1910",NA
477774,TRUE,Medieval Art,1931,Comb,Comb,Coptic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th century,300,399,Wood,Overall: 3 1/16 x 3 3/16 x 1/4 in. (7.8 x 8.1 x 0.7 cm),Byzantine Egypt,NA,"Rogers Fund, 1931",NA
457270,TRUE,Islamic Art,1939,Coin,Coin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5th–14th century,400,1399,Copper,NA,Iran,NA,"Rogers Fund, 1939",NA
103797,TRUE,Costume Institute,1975,Suit,Suit,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894,1894,1894,"wool, cotton",NA,NA,NA,"Purchase, Irene Lewisohn Bequest, 1975",NA
455487,FALSE,Islamic Art,2017,Amulet holder,Amulet Holder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20th century,1900,1999,"Silver; fire gilded, with openwork and table cut carnelians",21 1/4 x 7 3/8 in. (54 x 18.7 cm),NA,Central Asia or Iran,"Gift of Marshall and Marilyn R. Wolf, 2017",NA
413928,FALSE,Drawings and Prints,1963,Baseball card,"Dessau, Baltimore, Eastern League, from the White Border series (T206) for the American Tobacco Company",NA,NA,Issued by,American Tobacco Company,NA,NA,American Tobacco Company,NA,NA,NA,NA,1909–11,1909,1911,Commercial lithograph,Sheet: 2 5/8 x 1 7/16 in. (6.7 x 3.7 cm),NA,NA,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA
196023,TRUE,European Sculpture and Decorative Arts,1927,Beaker,Beaker,Bohemian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1840,1835,1845,Glass,Overall: 3 1/2 × 2 3/4 in. (8.9 × 7 cm),NA,NA,"Munsey Fund, 1927",NA
377158,FALSE,Drawings and Prints,1942,Print,Lord Clinton,NA,NA,After,John Chamberlaine|Francesco Bartolozzi|Hans Holbein the Younger,"British, ca. 1745–1812 London|Italian, Florence 1728–1815 Lisbon|German, Augsburg 1497/98–1543 London",NA,"Chamberlaine, John|Bartolozzi, Francesco|Holbein, Hans, the Younger",British|Italian|German,1740      |1728      |1497,1812      |1815      |1543,||,"January 24, 1793",1793,1793,"Etching and stipple engraving, printed in color on pink paper; second state","plate: 11 7/8 x 8 15/16 in. (30.2 x 22.7 cm)
sheet: 13 7/8 x 9 3/8 in. (35.2 x 23.8 cm)",NA,NA,"Gift of Mrs. Thomas T. Gaunt, 1942",NA
